"country","date","cases"
"United Kingdom","2020-07-18",827
"United Kingdom","2020-07-19",726
"United Kingdom","2020-07-20",580
"United Kingdom","2020-07-21",445
"United Kingdom","2020-07-22",560
"United Kingdom","2020-07-23",769
"US","2020-01-22",1
"US","2020-01-23",0
"US","2020-01-24",1
"US","2020-01-25",0
"US","2020-01-26",3
"US","2020-01-27",0
"US","2020-01-28",0
"US","2020-01-29",0
"US","2020-01-30",0
"US","2020-01-31",2
"US","2020-02-01",1
"US","2020-02-02",0
"US","2020-02-03",3
"US","2020-02-04",0
"US","2020-02-05",0
"US","2020-02-06",0
"US","2020-02-07",0
"US","2020-02-08",0
"US","2020-02-09",0
"US","2020-02-10",0
"US","2020-02-11",1
"US","2020-02-12",0
"US","2020-02-13",1
"US","2020-02-14",0
"US","2020-02-15",0
"US","2020-02-16",0
"US","2020-02-17",0
"US","2020-02-18",0
"US","2020-02-19",0
"US","2020-02-20",0
"US","2020-02-21",2
"US","2020-02-22",0
"US","2020-02-23",0
"US","2020-02-24",0
"US","2020-02-25",0
"US","2020-02-26",0
"US","2020-02-27",1
"US","2020-02-28",0
"US","2020-02-29",8
"US","2020-03-01",6
"US","2020-03-02",23
"US","2020-03-03",20
"US","2020-03-04",31
"US","2020-03-05",70
"US","2020-03-06",48
"US","2020-03-07",115
"US","2020-03-08",114
"US","2020-03-09",68
"US","2020-03-10",192
"US","2020-03-11",398
"US","2020-03-12",452
"US","2020-03-13",596
"US","2020-03-14",713
"US","2020-03-15",98
"US","2020-03-16",1392
"US","2020-03-17",1781
"US","2020-03-18",2776
"US","2020-03-19",5240
"US","2020-03-20",5322
"US","2020-03-21",6346
"US","2020-03-22",7936
"US","2020-03-23",10089
"US","2020-03-24",10262
"US","2020-03-25",11943
"US","2020-03-26",18036
"US","2020-03-27",18185
"US","2020-03-28",19793
"US","2020-03-29",19136
"US","2020-03-30",21502
"US","2020-03-31",26017
"US","2020-04-01",25481
"US","2020-04-02",30405
"US","2020-04-03",31937
"US","2020-04-04",33152
"US","2020-04-05",27874
"US","2020-04-06",29642
"US","2020-04-07",30777
"US","2020-04-08",31694
"US","2020-04-09",34756
"US","2020-04-10",33501
"US","2020-04-11",30026
"US","2020-04-12",28553
"US","2020-04-13",25291
"US","2020-04-14",27065
"US","2020-04-15",29096
"US","2020-04-16",31298
"US","2020-04-17",32724
"US","2020-04-18",28341
"US","2020-04-19",26038
"US","2020-04-20",27341
"US","2020-04-21",25602
"US","2020-04-22",28104
"US","2020-04-23",34195
"US","2020-04-24",36291
"US","2020-04-25",32921
"US","2020-04-26",27689
"US","2020-04-27",22465
"US","2020-04-28",24535
"US","2020-04-29",27520
"US","2020-04-30",29629
"US","2020-05-01",34162
"US","2020-05-02",29195
"US","2020-05-03",25587
"US","2020-05-04",22475
"US","2020-05-05",24185
"US","2020-05-06",25256
"US","2020-05-07",27882
"US","2020-05-08",27178
"US","2020-05-09",25733
"US","2020-05-10",19764
"US","2020-05-11",18878
"US","2020-05-12",22190
"US","2020-05-13",20958
"US","2020-05-14",27617
"US","2020-05-15",25300
"US","2020-05-16",25101
"US","2020-05-17",19004
"US","2020-05-18",21769
"US","2020-05-19",20449
"US","2020-05-20",23807
"US","2020-05-21",25355
"US","2020-05-22",24141
"US","2020-05-23",21823
"US","2020-05-24",20813
"US","2020-05-25",18991
"US","2020-05-26",18883
"US","2020-05-27",18282
"US","2020-05-28",22815
"US","2020-05-29",24504
"US","2020-05-30",24450
"US","2020-05-31",19910
"US","2020-06-01",17355
"US","2020-06-02",20895
"US","2020-06-03",19958
"US","2020-06-04",21351
"US","2020-06-05",25224
"US","2020-06-06",22732
"US","2020-06-07",17731
"US","2020-06-08",17415
"US","2020-06-09",18127
"US","2020-06-10",20794
"US","2020-06-11",22950
"US","2020-06-12",25330
"US","2020-06-13",25556
"US","2020-06-14",19824
"US","2020-06-15",19660
"US","2020-06-16",23705
"US","2020-06-17",25559
"US","2020-06-18",27809
"US","2020-06-19",31480
"US","2020-06-20",32749
"US","2020-06-21",26439
"US","2020-06-22",30536
"US","2020-06-23",35188
"US","2020-06-24",34935
"US","2020-06-25",39873
"US","2020-06-26",45255
"US","2020-06-27",42705
"US","2020-06-28",39605
"US","2020-06-29",40804
"US","2020-06-30",45746
"US","2020-07-01",51174
"US","2020-07-02",54461
"US","2020-07-03",53312
"US","2020-07-04",45880
"US","2020-07-05",49883
"US","2020-07-06",44953
"US","2020-07-07",60021
"US","2020-07-08",58601
"US","2020-07-09",63247
"US","2020-07-10",67791
"US","2020-07-11",60188
"US","2020-07-12",59017
"US","2020-07-13",59215
"US","2020-07-14",67417
"US","2020-07-15",67328
"US","2020-07-16",77255
"US","2020-07-17",71558
"US","2020-07-18",63698
"US","2020-07-19",61847
"US","2020-07-20",61417
"US","2020-07-21",64534
"US","2020-07-22",70874
"US","2020-07-23",68663
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
"United Kingdom","2020-02-26",0
"United Kingdom","2020-02-27",0
"United Kingdom","2020-02-28",0
"United Kingdom","2020-02-29",0
"United Kingdom","2020-03-01",0
"United Kingdom","2020-03-02",0
"United Kingdom","2020-03-03",0
"United Kingdom","2020-03-04",0
"United Kingdom","2020-03-05",0
"United Kingdom","2020-03-06",0
"United Kingdom","2020-03-07",0
"United Kingdom","2020-03-08",0
"United Kingdom","2020-03-09",0
"United Kingdom","2020-03-10",0
"United Kingdom","2020-03-11",0
"United Kingdom","2020-03-12",0
"United Kingdom","2020-03-13",0
"United Kingdom","2020-03-14",0
"United Kingdom","2020-03-15",0
"United Kingdom","2020-03-16",0
"United Kingdom","2020-03-17",0
"United Kingdom","2020-03-18",0
"United Kingdom","2020-03-19",0
"United Kingdom","2020-03-20",0
"United Kingdom","2020-03-21",0
"United Kingdom","2020-03-22",0
"United Kingdom","2020-03-23",0
"United Kingdom","2020-03-24",0
"United Kingdom","2020-03-25",0
"United Kingdom","2020-03-26",0
"United Kingdom","2020-03-27",0
"United Kingdom","2020-03-28",2
"United Kingdom","2020-03-29",0
"United Kingdom","2020-03-30",0
"United Kingdom","2020-03-31",0
"United Kingdom","2020-04-01",0
"United Kingdom","2020-04-02",1
"United Kingdom","2020-04-03",0
"United Kingdom","2020-04-04",0
"United Kingdom","2020-04-05",0
"United Kingdom","2020-04-06",0
"United Kingdom","2020-04-07",0
"United Kingdom","2020-04-08",0
"United Kingdom","2020-04-09",0
"United Kingdom","2020-04-10",0
"United Kingdom","2020-04-11",0
"United Kingdom","2020-04-12",0
"United Kingdom","2020-04-13",0
"United Kingdom","2020-04-14",0
"United Kingdom","2020-04-15",0
"United Kingdom","2020-04-16",0
"United Kingdom","2020-04-17",0
"United Kingdom","2020-04-18",0
"United Kingdom","2020-04-19",0
"United Kingdom","2020-04-20",0
"United Kingdom","2020-04-21",0
"United Kingdom","2020-04-22",0
"United Kingdom","2020-04-23",0
"United Kingdom","2020-04-24",0
"United Kingdom","2020-04-25",0
"United Kingdom","2020-04-26",0
"United Kingdom","2020-04-27",0
"United Kingdom","2020-04-28",0
"United Kingdom","2020-04-29",0
"United Kingdom","2020-04-30",0
"United Kingdom","2020-05-01",0
"United Kingdom","2020-05-02",0
"United Kingdom","2020-05-03",0
"United Kingdom","2020-05-04",0
"United Kingdom","2020-05-05",0
"United Kingdom","2020-05-06",0
"United Kingdom","2020-05-07",0
"United Kingdom","2020-05-08",0
"United Kingdom","2020-05-09",0
"United Kingdom","2020-05-10",0
"United Kingdom","2020-05-11",0
"United Kingdom","2020-05-12",0
"United Kingdom","2020-05-13",0
"United Kingdom","2020-05-14",0
"United Kingdom","2020-05-15",0
"United Kingdom","2020-05-16",0
"United Kingdom","2020-05-17",0
"United Kingdom","2020-05-18",0
"United Kingdom","2020-05-19",0
"United Kingdom","2020-05-20",0
"United Kingdom","2020-05-21",0
"United Kingdom","2020-05-22",0
"United Kingdom","2020-05-23",0
"United Kingdom","2020-05-24",0
"United Kingdom","2020-05-25",0
"United Kingdom","2020-05-26",0
"United Kingdom","2020-05-27",0
"United Kingdom","2020-05-28",0
"United Kingdom","2020-05-29",0
"United Kingdom","2020-05-30",0
"United Kingdom","2020-05-31",0
"United Kingdom","2020-06-01",0
"United Kingdom","2020-06-02",0
"United Kingdom","2020-06-03",0
"United Kingdom","2020-06-04",0
"United Kingdom","2020-06-05",0
"United Kingdom","2020-06-06",0
"United Kingdom","2020-06-07",0
"United Kingdom","2020-06-08",0
"United Kingdom","2020-06-09",0
"United Kingdom","2020-06-10",0
"United Kingdom","2020-06-11",0
"United Kingdom","2020-06-12",0
"United Kingdom","2020-06-13",0
"United Kingdom","2020-06-14",0
"United Kingdom","2020-06-15",0
"United Kingdom","2020-06-16",0
"United Kingdom","2020-06-17",0
"United Kingdom","2020-06-18",0
"United Kingdom","2020-06-19",0
"United Kingdom","2020-06-20",0
"United Kingdom","2020-06-21",0
"United Kingdom","2020-06-22",0
"United Kingdom","2020-06-23",0
"United Kingdom","2020-06-24",0
"United Kingdom","2020-06-25",0
"United Kingdom","2020-06-26",0
"United Kingdom","2020-06-27",0
"United Kingdom","2020-06-28",0
"United Kingdom","2020-06-29",0
"United Kingdom","2020-06-30",0
"United Kingdom","2020-07-01",0
"United Kingdom","2020-07-02",0
"United Kingdom","2020-07-03",0
"United Kingdom","2020-07-04",0
"United Kingdom","2020-07-05",0
"United Kingdom","2020-07-06",0
"United Kingdom","2020-07-07",0
"United Kingdom","2020-07-08",0
"United Kingdom","2020-07-09",0
"United Kingdom","2020-07-10",0
"United Kingdom","2020-07-11",0
"United Kingdom","2020-07-12",0
"United Kingdom","2020-07-13",0
"United Kingdom","2020-07-14",0
"United Kingdom","2020-07-15",0
"United Kingdom","2020-07-16",0
"United Kingdom","2020-07-17",0
"United Kingdom","2020-07-18",0
"United Kingdom","2020-07-19",0
"United Kingdom","2020-07-20",0
"United Kingdom","2020-07-21",0
"United Kingdom","2020-07-22",0
"United Kingdom","2020-07-23",0
"Australia","2020-01-22",0
"Australia","2020-01-23",0
"Australia","2020-01-24",0
"Australia","2020-01-25",0
"Australia","2020-01-26",0
"Australia","2020-01-27",0
"Australia","2020-01-28",0
"Australia","2020-01-29",0
"Australia","2020-01-30",0
"Australia","2020-01-31",0
"Australia","2020-02-01",0
"Australia","2020-02-02",0
"Australia","2020-02-03",0
"Australia","2020-02-04",0
"Australia","2020-02-05",0
"Australia","2020-02-06",0
"Australia","2020-02-07",0
"Australia","2020-02-08",0
"Australia","2020-02-09",0
"Australia","2020-02-10",0
"Australia","2020-02-11",0
"Australia","2020-02-12",0
"Australia","2020-02-13",0
"Australia","2020-02-14",0
"Australia","2020-02-15",0
"Australia","2020-02-16",0
"Australia","2020-02-17",0
"Australia","2020-02-18",0
"Australia","2020-02-19",0
"Australia","2020-02-20",0
"Australia","2020-02-21",0
"Australia","2020-02-22",0
"Australia","2020-02-23",0
"Australia","2020-02-24",0
"Australia","2020-02-25",0
"Australia","2020-02-26",0
"Australia","2020-02-27",0
"Australia","2020-02-28",0
"Australia","2020-02-29",0
"Australia","2020-03-01",0
"Australia","2020-03-02",0
"Australia","2020-03-03",0
"Australia","2020-03-04",0
"Australia","2020-03-05",0
"Australia","2020-03-06",0
"Australia","2020-03-07",0
"Australia","2020-03-08",0
"Australia","2020-03-09",0
"Australia","2020-03-10",0
"Australia","2020-03-11",0
"Australia","2020-03-12",0
"Australia","2020-03-13",1
"Australia","2020-03-14",0
"Australia","2020-03-15",0
"Australia","2020-03-16",1
"Australia","2020-03-17",0
"Australia","2020-03-18",1
"Australia","2020-03-19",1
"Australia","2020-03-20",2
"Australia","2020-03-21",3
"Australia","2020-03-22",10
"Australia","2020-03-23",13
"Australia","2020-03-24",7
"Australia","2020-03-25",0
"Australia","2020-03-26",14
"Australia","2020-03-27",9
"Australia","2020-03-28",9
"Australia","2020-03-29",6
"Australia","2020-03-30",1
"Australia","2020-03-31",2
"Australia","2020-04-01",4
"Australia","2020-04-02",3
"Australia","2020-04-03",4
"Australia","2020-04-04",2
"Australia","2020-04-05",3
"Australia","2020-04-06",0
"Australia","2020-04-07",0
"Australia","2020-04-08",3
"Australia","2020-04-09",1
"Australia","2020-04-10",3
"Australia","2020-04-11",0
"Australia","2020-04-12",0
"Australia","2020-04-13",-1
"Australia","2020-04-14",1
"Australia","2020-04-15",0
"Australia","2020-04-16",0
"Australia","2020-04-17",0
"Australia","2020-04-18",0
"Australia","2020-04-19",0
"Australia","2020-04-20",1
"Australia","2020-04-21",0
"Australia","2020-04-22",0
"Australia","2020-04-23",0
"Australia","2020-04-24",1
"Australia","2020-04-25",1
"Australia","2020-04-26",0
"Australia","2020-04-27",0
"Australia","2020-04-28",0
"Australia","2020-04-29",0
"Australia","2020-04-30",0
"Australia","2020-05-01",0
"Australia","2020-05-02",0
"Australia","2020-05-03",0
"Australia","2020-05-04",1
"Australia","2020-05-05",0
"Australia","2020-05-06",0
"Australia","2020-05-07",0
"Australia","2020-05-08",0
"Australia","2020-05-09",0
"Australia","2020-05-10",0
"Australia","2020-05-11",0
"Australia","2020-05-12",0
"Australia","2020-05-13",0
"Australia","2020-05-14",0
"Australia","2020-05-15",0
"Australia","2020-05-16",0
"Australia","2020-05-17",0
"Australia","2020-05-18",0
"Australia","2020-05-19",0
"Australia","2020-05-20",0
"Australia","2020-05-21",0
"Australia","2020-05-22",0
"Australia","2020-05-23",0
"Australia","2020-05-24",0
"Australia","2020-05-25",0
"Australia","2020-05-26",0
"Australia","2020-05-27",0
"Australia","2020-05-28",0
"Australia","2020-05-29",0
"Australia","2020-05-30",0
"Australia","2020-05-31",0
"Australia","2020-06-01",0
"Australia","2020-06-02",0
"Australia","2020-06-03",0
"Australia","2020-06-04",0
"Australia","2020-06-05",0
"Australia","2020-06-06",1
"Australia","2020-06-07",0
"Australia","2020-06-08",0
"Australia","2020-06-09",0
"Australia","2020-06-10",0
"Australia","2020-06-11",0
"Australia","2020-06-12",0
"Australia","2020-06-13",0
"Australia","2020-06-14",0
"Australia","2020-06-15",0
"Australia","2020-06-16",0
"Australia","2020-06-17",0
"Australia","2020-06-18",0
"Australia","2020-06-19",0
"Australia","2020-06-20",0
"Australia","2020-06-21",0
"Australia","2020-06-22",0
"Australia","2020-06-23",0
"Australia","2020-06-24",0
"Australia","2020-06-25",0
"Australia","2020-06-26",0
"Australia","2020-06-27",0
"Australia","2020-06-28",0
"Australia","2020-06-29",0
"Australia","2020-06-30",0
"Australia","2020-07-01",0
"Australia","2020-07-02",0
"Australia","2020-07-03",0
"Australia","2020-07-04",0
"Australia","2020-07-05",0
"Australia","2020-07-06",0
"Australia","2020-07-07",3
"Australia","2020-07-08",1
"Australia","2020-07-09",1
"Australia","2020-07-10",0
"Australia","2020-07-11",0
"Australia","2020-07-12",0
"Australia","2020-07-13",0
"Australia","2020-07-14",0
"Australia","2020-07-15",0
"Australia","2020-07-16",0
"Australia","2020-07-17",0
"Australia","2020-07-18",0
"Australia","2020-07-19",0
"Australia","2020-07-20",0
"Australia","2020-07-21",0
"Australia","2020-07-22",0
"Australia","2020-07-23",0
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
"United Kingdom","2020-02-26",0
"United Kingdom","2020-02-27",0
"United Kingdom","2020-02-28",0
"United Kingdom","2020-02-29",0
"United Kingdom","2020-03-01",0
"United Kingdom","2020-03-02",0
"United Kingdom","2020-03-03",0
"United Kingdom","2020-03-04",0
"United Kingdom","2020-03-05",0
"United Kingdom","2020-03-06",0
"United Kingdom","2020-03-07",0
"United Kingdom","2020-03-08",0
"United Kingdom","2020-03-09",0
"United Kingdom","2020-03-10",0
"United Kingdom","2020-03-11",0
"United Kingdom","2020-03-12",0
"United Kingdom","2020-03-13",0
"United Kingdom","2020-03-14",0
"United Kingdom","2020-03-15",0
"United Kingdom","2020-03-16",0
"United Kingdom","2020-03-17",0
"United Kingdom","2020-03-18",0
"United Kingdom","2020-03-19",2
"United Kingdom","2020-03-20",0
"United Kingdom","2020-03-21",0
"United Kingdom","2020-03-22",4
"United Kingdom","2020-03-23",0
"United Kingdom","2020-03-24",0
"United Kingdom","2020-03-25",1
"United Kingdom","2020-03-26",8
"United Kingdom","2020-03-27",2
"United Kingdom","2020-03-28",0
"United Kingdom","2020-03-29",5
"United Kingdom","2020-03-30",5
"United Kingdom","2020-03-31",5
"United Kingdom","2020-04-01",0
"United Kingdom","2020-04-02",3
"United Kingdom","2020-04-03",0
"United Kingdom","2020-04-04",0
"United Kingdom","2020-04-05",2
"United Kingdom","2020-04-06",2
"United Kingdom","2020-04-07",0
"United Kingdom","2020-04-08",0
"United Kingdom","2020-04-09",9
"United Kingdom","2020-04-10",0
"United Kingdom","2020-04-11",0
"United Kingdom","2020-04-12",9
"United Kingdom","2020-04-13",0
"United Kingdom","2020-04-14",0
"United Kingdom","2020-04-15",24
"United Kingdom","2020-04-16",0
"United Kingdom","2020-04-17",2
"United Kingdom","2020-04-18",0
"United Kingdom","2020-04-19",3
"United Kingdom","2020-04-20",0
"United Kingdom","2020-04-21",0
"United Kingdom","2020-04-22",13
"United Kingdom","2020-04-23",0
"United Kingdom","2020-04-24",0
"United Kingdom","2020-04-25",10
"United Kingdom","2020-04-26",0
"United Kingdom","2020-04-27",1
"United Kingdom","2020-04-28",0
"United Kingdom","2020-04-29",1
"United Kingdom","2020-04-30",3
"United Kingdom","2020-05-01",0
"United Kingdom","2020-05-02",0
"United Kingdom","2020-05-03",1
"United Kingdom","2020-05-04",0
"United Kingdom","2020-05-05",0
"United Kingdom","2020-05-06",3
"United Kingdom","2020-05-07",0
"United Kingdom","2020-05-08",0
"United Kingdom","2020-05-09",0
"United Kingdom","2020-05-10",0
"United Kingdom","2020-05-11",1
"United Kingdom","2020-05-12",2
"United Kingdom","2020-05-13",0
"United Kingdom","2020-05-14",1
"United Kingdom","2020-05-15",0
"United Kingdom","2020-05-16",1
"United Kingdom","2020-05-17",0
"United Kingdom","2020-05-18",2
"United Kingdom","2020-05-19",0
"United Kingdom","2020-05-20",0
"United Kingdom","2020-05-21",0
"United Kingdom","2020-05-22",3
"United Kingdom","2020-05-23",0
"United Kingdom","2020-05-24",5
"United Kingdom","2020-05-25",0
"United Kingdom","2020-05-26",6
"United Kingdom","2020-05-27",0
"United Kingdom","2020-05-28",1
"United Kingdom","2020-05-29",0
"United Kingdom","2020-05-30",0
"United Kingdom","2020-05-31",0
"United Kingdom","2020-06-01",1
"United Kingdom","2020-06-02",0
"United Kingdom","2020-06-03",0
"United Kingdom","2020-06-04",0
"United Kingdom","2020-06-05",0
"United Kingdom","2020-06-06",0
"United Kingdom","2020-06-07",0
"United Kingdom","2020-06-08",0
"United Kingdom","2020-06-09",0
"United Kingdom","2020-06-10",0
"United Kingdom","2020-06-11",0
"United Kingdom","2020-06-12",0
"United Kingdom","2020-06-13",1
"United Kingdom","2020-06-14",0
"United Kingdom","2020-06-15",2
"United Kingdom","2020-06-16",0
"United Kingdom","2020-06-17",0
"United Kingdom","2020-06-18",0
"United Kingdom","2020-06-19",2
"United Kingdom","2020-06-20",0
"United Kingdom","2020-06-21",0
"United Kingdom","2020-06-22",0
"United Kingdom","2020-06-23",0
"United Kingdom","2020-06-24",0
"United Kingdom","2020-06-25",0
"United Kingdom","2020-06-26",0
"United Kingdom","2020-06-27",0
"United Kingdom","2020-06-28",0
"United Kingdom","2020-06-29",0
"United Kingdom","2020-06-30",0
"United Kingdom","2020-07-01",0
"United Kingdom","2020-07-02",0
"United Kingdom","2020-07-03",0
"United Kingdom","2020-07-04",0
"United Kingdom","2020-07-05",0
"United Kingdom","2020-07-06",0
"United Kingdom","2020-07-07",2
"United Kingdom","2020-07-08",1
"United Kingdom","2020-07-09",0
"United Kingdom","2020-07-10",1
"United Kingdom","2020-07-11",0
"United Kingdom","2020-07-12",0
"United Kingdom","2020-07-13",0
"United Kingdom","2020-07-14",0
"United Kingdom","2020-07-15",0
"United Kingdom","2020-07-16",2
"United Kingdom","2020-07-17",0
"United Kingdom","2020-07-18",1
"United Kingdom","2020-07-19",0
"United Kingdom","2020-07-20",0
"United Kingdom","2020-07-21",0
"United Kingdom","2020-07-22",0
"United Kingdom","2020-07-23",0
"United Kingdom","2020-01-22",0
"United Kingdom","2020-01-23",0
"United Kingdom","2020-01-24",0
"United Kingdom","2020-01-25",0
"United Kingdom","2020-01-26",0
"United Kingdom","2020-01-27",0
"United Kingdom","2020-01-28",0
"United Kingdom","2020-01-29",0
"United Kingdom","2020-01-30",0
"United Kingdom","2020-01-31",0
"United Kingdom","2020-02-01",0
"United Kingdom","2020-02-02",0
"United Kingdom","2020-02-03",0
"United Kingdom","2020-02-04",0
"United Kingdom","2020-02-05",0
"United Kingdom","2020-02-06",0
"United Kingdom","2020-02-07",0
"United Kingdom","2020-02-08",0
"United Kingdom","2020-02-09",0
"United Kingdom","2020-02-10",0
"United Kingdom","2020-02-11",0
"United Kingdom","2020-02-12",0
"United Kingdom","2020-02-13",0
"United Kingdom","2020-02-14",0
"United Kingdom","2020-02-15",0
"United Kingdom","2020-02-16",0
"United Kingdom","2020-02-17",0
"United Kingdom","2020-02-18",0
"United Kingdom","2020-02-19",0
"United Kingdom","2020-02-20",0
"United Kingdom","2020-02-21",0
"United Kingdom","2020-02-22",0
"United Kingdom","2020-02-23",0
"United Kingdom","2020-02-24",0
"United Kingdom","2020-02-25",0
"United Kingdom","2020-02-26",0
"United Kingdom","2020-02-27",0
"United Kingdom","2020-02-28",0
"United Kingdom","2020-02-29",0
"United Kingdom","2020-03-01",0
"United Kingdom","2020-03-02",0
"United Kingdom","2020-03-03",0
"United Kingdom","2020-03-04",0
"United Kingdom","2020-03-05",0
"United Kingdom","2020-03-06",0
"United Kingdom","2020-03-07",0
"United Kingdom","2020-03-08",0
"United Kingdom","2020-03-09",0
"United Kingdom","2020-03-10",0
"United Kingdom","2020-03-11",0
"United Kingdom","2020-03-12",0
"United Kingdom","2020-03-13",0
"United Kingdom","2020-03-14",0
"United Kingdom","2020-03-15",0
"United Kingdom","2020-03-16",0
"United Kingdom","2020-03-17",0
"United Kingdom","2020-03-18",0
"United Kingdom","2020-03-19",0
"United Kingdom","2020-03-20",0
"United Kingdom","2020-03-21",0
"United Kingdom","2020-03-22",0
"United Kingdom","2020-03-23",0
"United Kingdom","2020-03-24",0
"United Kingdom","2020-03-25",0
"United Kingdom","2020-03-26",0
"United Kingdom","2020-03-27",0
"United Kingdom","2020-03-28",2
"United Kingdom","2020-03-29",0
"United Kingdom","2020-03-30",0
"United Kingdom","2020-03-31",1
"United Kingdom","2020-04-01",0
"United Kingdom","2020-04-02",0
"United Kingdom","2020-04-03",0
"United Kingdom","2020-04-04",0
"United Kingdom","2020-04-05",0
"United Kingdom","2020-04-06",0
"United Kingdom","2020-04-07",0
"United Kingdom","2020-04-08",0
"United Kingdom","2020-04-09",0
"United Kingdom","2020-04-10",0
"United Kingdom","2020-04-11",0
"United Kingdom","2020-04-12",0
"United Kingdom","2020-04-13",0
"United Kingdom","2020-04-14",0
"United Kingdom","2020-04-15",0
"United Kingdom","2020-04-16",0
"United Kingdom","2020-04-17",1
"United Kingdom","2020-04-18",0
"United Kingdom","2020-04-19",0
"United Kingdom","2020-04-20",1
"United Kingdom","2020-04-21",0
"United Kingdom","2020-04-22",0
"United Kingdom","2020-04-23",0
"United Kingdom","2020-04-24",0
"United Kingdom","2020-04-25",1
"United Kingdom","2020-04-26",0
"United Kingdom","2020-04-27",0
"United Kingdom","2020-04-28",0
"United Kingdom","2020-04-29",0
"United Kingdom","2020-04-30",0
"United Kingdom","2020-05-01",0
"United Kingdom","2020-05-02",0
"United Kingdom","2020-05-03",0
"United Kingdom","2020-05-04",0
"United Kingdom","2020-05-05",0
"United Kingdom","2020-05-06",1
"United Kingdom","2020-05-07",0
"United Kingdom","2020-05-08",0
"United Kingdom","2020-05-09",0
"United Kingdom","2020-05-10",0
"United Kingdom","2020-05-11",0
"United Kingdom","2020-05-12",0
"United Kingdom","2020-05-13",0
"United Kingdom","2020-05-14",0
"United Kingdom","2020-05-15",1
"United Kingdom","2020-05-16",0
"United Kingdom","2020-05-17",0
"United Kingdom","2020-05-18",0
"United Kingdom","2020-05-19",0
"United Kingdom","2020-05-20",0
"United Kingdom","2020-05-21",0
"United Kingdom","2020-05-22",0
"United Kingdom","2020-05-23",0
"United Kingdom","2020-05-24",0
"United Kingdom","2020-05-25",0
"United Kingdom","2020-05-26",0
"United Kingdom","2020-05-27",0
"United Kingdom","2020-05-28",0
"United Kingdom","2020-05-29",0
"United Kingdom","2020-05-30",0
"United Kingdom","2020-05-31",0
"United Kingdom","2020-06-01",0
"United Kingdom","2020-06-02",0
"United Kingdom","2020-06-03",0
"United Kingdom","2020-06-04",0
"United Kingdom","2020-06-05",0
"United Kingdom","2020-06-06",0
"United Kingdom","2020-06-07",0
"United Kingdom","2020-06-08",0
"United Kingdom","2020-06-09",0
"United Kingdom","2020-06-10",0
"United Kingdom","2020-06-11",0
"United Kingdom","2020-06-12",0
"United Kingdom","2020-06-13",0
"United Kingdom","2020-06-14",0
"United Kingdom","2020-06-15",0
"United Kingdom","2020-06-16",0
"United Kingdom","2020-06-17",0
"United Kingdom","2020-06-18",0
"United Kingdom","2020-06-19",0
"United Kingdom","2020-06-20",0
"United Kingdom","2020-06-21",0
"United Kingdom","2020-06-22",0
"United Kingdom","2020-06-23",0
"United Kingdom","2020-06-24",0
"United Kingdom","2020-06-25",0
"United Kingdom","2020-06-26",0
"United Kingdom","2020-06-27",0
"United Kingdom","2020-06-28",0
